Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/Cart pop up number""), 0)",Chrome 118.0.0.0,,,2023-10-30 19:58:40,2023-10-30 19:58:41,1.428s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Cart Icon""))",Chrome 118.0.0.0,,,2023-10-30 19:58:41,2023-10-30 19:58:43,1.884s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/Title item Labs Backpack""), 0)",Chrome 118.0.0.0,,,2023-10-30 19:58:43,2023-10-30 19:58:44,0.969s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-30 19:58:44,2023-10-30 19:58:46,1.830s,PASSED
,,,,,,,
Test Cases/Cart/TS.Log.002 TC.Log.002.004 User remove Item on the cart,Chrome 118.0.0.0,,,2023-10-30 19:58:46,2023-10-30 19:59:07,20.850s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-30 19:58:47,2023-10-30 19:58:49,2.658s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-30 19:58:49,2023-10-30 19:58:51,1.310s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Username_field""), ""standard_user"")",Chrome 118.0.0.0,,,2023-10-30 19:58:51,2023-10-30 19:58:53,2.731s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/Password_field""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 118.0.0.0,,,2023-10-30 19:58:53,2023-10-30 19:58:54,0.793s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-30 19:58:54,2023-10-30 19:58:55,1.005s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Title item Labs Backpack""))",Chrome 118.0.0.0,,,2023-10-30 19:58:55,2023-10-30 19:58:56,1.284s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Add to cart""))",Chrome 118.0.0.0,,,2023-10-30 19:58:56,2023-10-30 19:58:58,1.316s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/Cart pop up number""), 0)",Chrome 118.0.0.0,,,2023-10-30 19:58:58,2023-10-30 19:58:59,1.667s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Cart Icon""))",Chrome 118.0.0.0,,,2023-10-30 19:58:59,2023-10-30 19:59:02,2.423s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/Title item Labs Backpack""), 0)",Chrome 118.0.0.0,,,2023-10-30 19:59:02,2023-10-30 19:59:04,2.443s,PASSED
"click(findTestObject(""Page_Swag Labs/button_Remove""))",Chrome 118.0.0.0,,,2023-10-30 19:59:04,2023-10-30 19:59:05,0.542s,PASSED
"verifyElementNotPresent(findTestObject(""Page_Swag Labs/Title item Labs Backpack""), 0)",Chrome 118.0.0.0,,,2023-10-30 19:59:05,2023-10-30 19:59:06,0.886s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-30 19:59:06,2023-10-30 19:59:07,0.892s,PASSED
,,,,,,,
Test Cases/Cart/TS.Log.002 TC.Log.002.005 User remove Item on the cart when at dashboard,Chrome 118.0.0.0,,,2023-10-30 19:59:07,2023-10-30 19:59:24,17.237s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-30 19:59:07,2023-10-30 19:59:10,2.928s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-30 19:59:10,2023-10-30 19:59:12,1.162s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Username_field""), ""standard_user"")",Chrome 118.0.0.0,,,2023-10-30 19:59:12,2023-10-30 19:59:14,2.587s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/Password_field""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 118.0.0.0,,,2023-10-30 19:59:14,2023-10-30 19:59:15,0.946s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-30 19:59:15,2023-10-30 19:59:16,1.017s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Add to cart""))",Chrome 118.0.0.0,,,2023-10-30 19:59:16,2023-10-30 19:59:17,1.318s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/Cart pop up number""), 0)",Chrome 118.0.0.0,,,2023-10-30 19:59:17,2023-10-30 19:59:19,1.072s,PASSED
"click(findTestObject(""Page_Swag Labs/button_Remove""))",Chrome 118.0.0.0,,,2023-10-30 19:59:19,2023-10-30 19:59:20,1.564s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Cart Icon""))",Chrome 118.0.0.0,,,2023-10-30 19:59:20,2023-10-30 19:59:21,1.343s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Page_Swag Labs/Title item Labs Backpack""), 0)",Chrome 118.0.0.0,,,2023-10-30 19:59:21,2023-10-30 19:59:22,0.702s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-30 19:59:22,2023-10-30 19:59:24,1.721s,PASSED
